index,time_s,target_x,target_y,target_z,ee_x,ee_y,ee_z,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,panda_finger_joint1,panda_finger_joint2,position_error_m
149,4.966667,0.433149,0.150415,0.536160,0.433146,0.150421,0.536152,0.243534,-0.323687,0.079044,-2.144900,0.025932,1.822074,1.097438,0.035000,0.035000,0.00000985
150,5.000000,0.435860,0.144315,0.543615,0.435858,0.144321,0.543608,0.238382,-0.322290,0.070558,-2.124819,0.022949,1.803218,1.085430,0.035000,0.035000,0.00000949
151,5.033333,0.438739,0.137837,0.551533,0.438737,0.137843,0.551526,0.232977,-0.320039,0.061640,-2.102746,0.019827,1.783234,1.072712,0.035000,0.035000,0.00000908
152,5.066667,0.441764,0.131032,0.559850,0.441761,0.131038,0.559843,0.227373,-0.316829,0.052372,-2.078721,0.016614,1.762272,1.059380,0.035000,0.035000,0.00000961
153,5.100000,0.444911,0.123949,0.568507,0.444909,0.123955,0.568499,0.221621,-0.312576,0.042834,-2.052794,0.013360,1.740472,1.045524,0.035000,0.035000,0.00001008
154,5.133333,0.448160,0.116640,0.577440,0.448158,0.116646,0.577433,0.215767,-0.307212,0.033097,-2.025031,0.010116,1.717969,1.031231,0.035000,0.035000,0.00000939
155,5.166667,0.451487,0.109155,0.586589,0.451485,0.109160,0.586582,0.209856,-0.300697,0.023235,-1.995519,0.006935,1.694895,1.016589,0.035000,0.035000,0.00000938
156,5.200000,0.454870,0.101543,0.595892,0.454867,0.101549,0.595885,0.203925,-0.293011,0.013312,-1.964360,0.003864,1.671373,1.001680,0.035000,0.035000,0.00000962
157,5.233333,0.458286,0.093856,0.605287,0.458284,0.093862,0.605280,0.198007,-0.284155,0.003390,-1.931676,0.000953,1.647523,0.986587,0.035000,0.035000,0.00000956
158,5.266667,0.461714,0.086144,0.614713,0.461711,0.086150,0.614706,0.192131,-0.274155,-0.006473,-1.897610,-0.001755,1.623460,0.971390,0.035000,0.035000,0.00000975
159,5.300000,0.465130,0.078457,0.624108,0.465128,0.078463,0.624101,0.186320,-0.263061,-0.016223,-1.862329,-0.004220,1.599301,0.956174,0.035000,0.035000,0.00000980
160,5.333333,0.468513,0.070845,0.633411,0.468511,0.070851,0.633404,0.180594,-0.250942,-0.025808,-1.826022,-0.006408,1.575160,0.941020,0.035000,0.035000,0.00000967
161,5.366667,0.471840,0.063360,0.642560,0.471838,0.063366,0.642553,0.174968,-0.237895,-0.035179,-1.788908,-0.008290,1.551155,0.926015,0.035000,0.035000,0.00000940
162,5.400000,0.475089,0.056051,0.651493,0.475086,0.056057,0.651487,0.169458,-0.224037,-0.044287,-1.751234,-0.009845,1.527411,0.911248,0.035000,0.035000,0.00000919
163,5.433333,0.478236,0.048968,0.660150,0.478234,0.048974,0.660143,0.164077,-0.209511,-0.053084,-1.713281,-0.011060,1.504061,0.896812,0.035000,0.035000,0.00000887
164,5.466667,0.481261,0.042163,0.668467,0.481258,0.042169,0.668460,0.158840,-0.194489,-0.061520,-1.675374,-0.011930,1.481249,0.882808,0.035000,0.035000,0.00000934
165,5.500000,0.484140,0.035685,0.676385,0.484138,0.035691,0.676378,0.153767,-0.179165,-0.069547,-1.637866,-0.012462,1.459133,0.869339,0.035000,0.035000,0.00000906
166,5.533333,0.486851,0.029585,0.683840,0.486849,0.029591,0.683833,0.148882,-0.163769,-0.077110,-1.601174,-0.012672,1.437893,0.856518,0.035000,0.035000,0.00000946
167,5.566667,0.489372,0.023913,0.690773,0.489369,0.023919,0.690766,0.144218,-0.148558,-0.084154,-1.565755,-0.012589,1.417727,0.844465,0.035000,0.035000,0.00000965
168,5.600000,0.491680,0.018720,0.697120,0.491678,0.018726,0.697113,0.139819,-0.133818,-0.090621,-1.532122,-0.012255,1.398859,0.833305,0.035000,0.035000,0.00000895
169,5.633333,0.493753,0.014056,0.702821,0.493751,0.014061,0.702814,0.135740,-0.119874,-0.096447,-1.500853,-0.011726,1.381543,0.823173,0.035000,0.035000,0.00000890
170,5.666667,0.495569,0.009971,0.707813,0.495566,0.009977,0.707806,0.132051,-0.107077,-0.101566,-1.472573,-0.011067,1.366055,0.814211,0.035000,0.035000,0.00000956
171,5.700000,0.497104,0.006516,0.712036,0.497102,0.006521,0.712030,0.128830,-0.095794,-0.105912,-1.447939,-0.010357,1.352690,0.806558,0.035000,0.035000,0.00000909
172,5.733333,0.498337,0.003741,0.715428,0.498335,0.003746,0.715421,0.126168,-0.086412,-0.109412,-1.427653,-0.009677,1.341766,0.800362,0.035000,0.035000,0.00000893
173,5.766667,0.499246,0.001696,0.717927,0.499244,0.001702,0.717920,0.124160,-0.079307,-0.111998,-1.412402,-0.009110,1.333600,0.795768,0.035000,0.035000,0.00000912
174,5.800000,0.499808,0.000432,0.719471,0.499805,0.000438,0.719465,0.122897,-0.074831,-0.113599,-1.402843,-0.008730,1.328502,0.792917,0.035000,0.035000,0.00000943
175,5.833333,0.500000,0.000000,0.720000,0.499998,0.000006,0.719993,0.122461,-0.073284,-0.114148,-1.399547,-0.008594,1.326747,0.791938,0.035000,0.035000,0.00000943
