index,time_s,target_x,target_y,target_z,ee_x,ee_y,ee_z,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,panda_finger_joint1,panda_finger_joint2,position_error_m
140,4.666667,0.403248,-0.047135,0.554033,0.403247,-0.047126,0.554030,-0.068925,-0.486375,-0.038153,-2.242671,-0.018142,1.756567,0.686092,0.035000,0.035000,0.00000978
141,4.700000,0.404470,-0.054760,0.556431,0.404469,-0.054751,0.556428,-0.074115,-0.479650,-0.048632,-2.230870,-0.022807,1.751658,0.672235,0.035000,0.035000,0.00000951
142,4.733333,0.405884,-0.062115,0.558809,0.405882,-0.062107,0.558806,-0.078989,-0.472068,-0.058654,-2.218343,-0.027079,1.746908,0.658903,0.035000,0.035000,0.00000922
143,4.766667,0.407488,-0.069164,0.561163,0.407486,-0.069155,0.561160,-0.083524,-0.463701,-0.068170,-2.205153,-0.030925,1.742301,0.646163,0.035000,0.035000,0.00001009
144,4.800000,0.409279,-0.075873,0.563492,0.409277,-0.075864,0.563489,-0.087701,-0.454622,-0.077139,-2.191362,-0.034324,1.737817,0.634075,0.035000,0.035000,0.00000959
145,4.833333,0.411256,-0.082207,0.565792,0.411254,-0.082199,0.565789,-0.091504,-0.444909,-0.085520,-2.177038,-0.037261,1.733439,0.622702,0.035000,0.035000,0.00000917
146,4.866667,0.413417,-0.088137,0.568059,0.413414,-0.088128,0.568056,-0.094922,-0.434641,-0.093274,-2.162254,-0.039727,1.729151,0.612100,0.035000,0.035000,0.00000974
147,4.900000,0.415758,-0.093632,0.570293,0.415755,-0.093624,0.570290,-0.097948,-0.423890,-0.100373,-2.147071,-0.041721,1.724938,0.602319,0.035000,0.035000,0.00000923
148,4.933333,0.418277,-0.098666,0.572489,0.418273,-0.098658,0.572485,-0.100575,-0.412733,-0.106786,-2.131563,-0.043251,1.720786,0.593411,0.035000,0.035000,0.00000963
149,4.966667,0.420970,-0.103214,0.574645,0.420966,-0.103207,0.574641,-0.102802,-0.401238,-0.112492,-2.115788,-0.044327,1.716684,0.585419,0.035000,0.035000,0.00000905
150,5.000000,0.423835,-0.107253,0.576758,0.423830,-0.107246,0.576754,-0.104627,-0.389473,-0.117472,-2.099814,-0.044968,1.712622,0.578386,0.035000,0.035000,0.00000956
151,5.033333,0.426867,-0.110765,0.578826,0.426862,-0.110758,0.578822,-0.106049,-0.377495,-0.121710,-2.083691,-0.045195,1.708594,0.572344,0.035000,0.035000,0.00000912
152,5.066667,0.430064,-0.113730,0.580846,0.430058,-0.113724,0.580842,-0.107069,-0.365363,-0.125197,-2.067477,-0.045032,1.704594,0.567329,0.035000,0.035000,0.00000945
153,5.100000,0.433420,-0.116135,0.582816,0.433414,-0.116130,0.582812,-0.107688,-0.353119,-0.127927,-2.051212,-0.044509,1.700620,0.563365,0.035000,0.035000,0.00000899
154,5.133333,0.436933,-0.117968,0.584733,0.436925,-0.117964,0.584729,-0.107905,-0.340808,-0.129898,-2.034943,-0.043655,1.696672,0.560473,0.035000,0.035000,0.00000965
155,5.166667,0.440597,-0.119220,0.586595,0.440589,-0.119217,0.586591,-0.107724,-0.328458,-0.131113,-2.018694,-0.042502,1.692749,0.558670,0.035000,0.035000,0.00000945
156,5.200000,0.444408,-0.119885,0.588400,0.444400,-0.119883,0.588396,-0.107144,-0.316096,-0.131580,-2.002493,-0.041082,1.688855,0.557965,0.035000,0.035000,0.00000942
157,5.233333,0.448362,-0.119958,0.590145,0.448353,-0.119958,0.590141,-0.106167,-0.303737,-0.131309,-1.986358,-0.039427,1.684992,0.558363,0.035000,0.035000,0.00000936
158,5.266667,0.452453,-0.119441,0.591828,0.452444,-0.119443,0.591824,-0.104794,-0.291390,-0.130316,-1.970296,-0.037569,1.681164,0.559863,0.035000,0.035000,0.00000980
159,5.300000,0.456677,-0.118336,0.593447,0.456668,-0.118338,0.593444,-0.103026,-0.279052,-0.128621,-1.954306,-0.035539,1.677375,0.562457,0.035000,0.035000,0.00000910
160,5.333333,0.461028,-0.116647,0.595001,0.461019,-0.116651,0.594998,-0.100867,-0.266722,-0.126245,-1.938385,-0.033369,1.673630,0.566131,0.035000,0.035000,0.00000977
161,5.366667,0.465501,-0.114384,0.596486,0.465493,-0.114388,0.596484,-0.098319,-0.254379,-0.123216,-1.922511,-0.031086,1.669932,0.570867,0.035000,0.035000,0.00000909
162,5.400000,0.470090,-0.111558,0.597903,0.470082,-0.111562,0.597900,-0.095387,-0.242004,-0.119564,-1.906665,-0.028720,1.666284,0.576639,0.035000,0.035000,0.00000903
163,5.433333,0.474790,-0.108181,0.599247,0.474783,-0.108187,0.599245,-0.092076,-0.229572,-0.115322,-1.890819,-0.026299,1.662688,0.583413,0.035000,0.035000,0.00000938
164,5.466667,0.479595,-0.104272,0.600519,0.479588,-0.104278,0.600517,-0.088393,-0.217046,-0.110526,-1.874931,-0.023848,1.659143,0.591157,0.035000,0.035000,0.00000911
165,5.500000,0.484499,-0.099849,0.601716,0.484492,-0.099856,0.601715,-0.084345,-0.204393,-0.105215,-1.858963,-0.021395,1.655650,0.599826,0.035000,0.035000,0.00000975
166,5.533333,0.489496,-0.094935,0.602838,0.489490,-0.094941,0.602836,-0.079943,-0.191569,-0.099430,-1.842863,-0.018964,1.652203,0.609375,0.035000,0.035000,0.00000923
167,5.566667,0.494580,-0.089552,0.603881,0.494574,-0.089559,0.603880,-0.075197,-0.178534,-0.093215,-1.826585,-0.016581,1.648798,0.619751,0.035000,0.035000,0.00000954
168,5.600000,0.499745,-0.083729,0.604846,0.499739,-0.083736,0.604845,-0.070120,-0.165242,-0.086615,-1.810069,-0.014270,1.645428,0.630901,0.035000,0.035000,0.00000926
169,5.633333,0.504984,-0.077492,0.605732,0.504978,-0.077500,0.605731,-0.064727,-0.151650,-0.079678,-1.793265,-0.012055,1.642083,0.642763,0.035000,0.035000,0.00000953
170,5.666667,0.510290,-0.070875,0.606536,0.510285,-0.070882,0.606535,-0.059031,-0.137713,-0.072450,-1.776110,-0.009960,1.638751,0.655277,0.035000,0.035000,0.00000902
171,5.700000,0.515658,-0.063908,0.607258,0.515652,-0.063915,0.607257,-0.053052,-0.123391,-0.064984,-1.758554,-0.008009,1.635419,0.668372,0.035000,0.035000,0.00000940
172,5.733333,0.521081,-0.056626,0.607898,0.521075,-0.056633,0.607897,-0.046806,-0.108644,-0.057329,-1.740538,-0.006225,1.632070,0.681981,0.035000,0.035000,0.00000948
173,5.766667,0.526551,-0.049065,0.608453,0.526545,-0.049073,0.608453,-0.040312,-0.093436,-0.049537,-1.722010,-0.004628,1.628687,0.696033,0.035000,0.035000,0.00000982
174,5.800000,0.532063,-0.041262,0.608925,0.532058,-0.041270,0.608924,-0.033589,-0.077734,-0.041657,-1.702918,-0.003239,1.625250,0.710455,0.035000,0.035000,0.00000897
175,5.833333,0.537609,-0.033256,0.609311,0.537604,-0.033264,0.609311,-0.026658,-0.061516,-0.033743,-1.683220,-0.002077,1.621738,0.725167,0.035000,0.035000,0.00000912
176,5.866667,0.543182,-0.025087,0.609612,0.543177,-0.025094,0.609612,-0.019541,-0.044760,-0.025845,-1.662875,-0.001158,1.618130,0.740093,0.035000,0.035000,0.00000920
177,5.900000,0.548777,-0.016793,0.609828,0.548772,-0.016801,0.609828,-0.012259,-0.027450,-0.018013,-1.641847,-0.000495,1.614402,0.755155,0.035000,0.035000,0.00000940
178,5.933333,0.554385,-0.008417,0.609957,0.554380,-0.008425,0.609957,-0.004835,-0.009579,-0.010295,-1.620109,-0.000099,1.610530,0.770273,0.035000,0.035000,0.00000958
179,5.966667,0.560000,-0.000000,0.610000,0.559995,-0.000008,0.610000,0.002708,0.008855,-0.002739,-1.597638,0.000024,1.606493,0.785366,0.035000,0.035000,0.00000965
