index,time_s,target_x,target_y,target_z,ee_x,ee_y,ee_z,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7,panda_finger_joint1,panda_finger_joint2,position_error_m
147,4.900000,0.600586,-0.198333,0.476251,0.600578,-0.198338,0.476249,0.013944,0.249604,-0.375546,-1.644304,0.095131,1.875856,0.405763,0.035000,0.035000,0.00000925
148,4.933333,0.604978,-0.194869,0.477810,0.604971,-0.194875,0.477808,0.016345,0.259655,-0.372611,-1.626598,0.097904,1.867804,0.411812,0.035000,0.035000,0.00000934
149,4.966667,0.609289,-0.191166,0.479396,0.609283,-0.191172,0.479394,0.018987,0.269394,-0.369611,-1.609134,0.100473,1.859737,0.418264,0.035000,0.035000,0.00000960
150,5.000000,0.613516,-0.187227,0.481008,0.613509,-0.187233,0.481005,0.021871,0.278822,-0.366553,-1.591924,0.102844,1.851667,0.425101,0.035000,0.035000,0.00000961
151,5.033333,0.617652,-0.183057,0.482643,0.617646,-0.183064,0.482640,0.024997,0.287942,-0.363444,-1.574978,0.105023,1.843604,0.432308,0.035000,0.035000,0.00000984
152,5.066667,0.621692,-0.178662,0.484299,0.621687,-0.178668,0.484297,0.028366,0.296759,-0.360288,-1.558303,0.107018,1.835558,0.439870,0.035000,0.035000,0.00000878
153,5.100000,0.625632,-0.174047,0.485975,0.625627,-0.174054,0.485972,0.031977,0.305271,-0.357093,-1.541915,0.108834,1.827540,0.447770,0.035000,0.035000,0.00000893
154,5.133333,0.629466,-0.169217,0.487668,0.629461,-0.169224,0.487665,0.035829,0.313484,-0.353862,-1.525820,0.110478,1.819560,0.455994,0.035000,0.035000,0.00000911
155,5.166667,0.633190,-0.164179,0.489376,0.633185,-0.164186,0.489373,0.039921,0.321399,-0.350601,-1.510029,0.111956,1.811627,0.464526,0.035000,0.035000,0.00000940
156,5.200000,0.636800,-0.158939,0.491097,0.636795,-0.158946,0.491094,0.044250,0.329018,-0.347313,-1.494550,0.113274,1.803750,0.473353,0.035000,0.035000,0.00000938
157,5.233333,0.640289,-0.153502,0.492829,0.640284,-0.153510,0.492827,0.048814,0.336344,-0.344001,-1.479395,0.114439,1.795939,0.482459,0.035000,0.035000,0.00000972
158,5.266667,0.643656,-0.147877,0.494570,0.643651,-0.147885,0.494567,0.053610,0.343378,-0.340670,-1.464571,0.115456,1.788203,0.491831,0.035000,0.035000,0.00000984
159,5.300000,0.646894,-0.142069,0.496318,0.646890,-0.142077,0.496315,0.058635,0.350123,-0.337323,-1.450088,0.116331,1.780549,0.501456,0.035000,0.035000,0.00000896
160,5.333333,0.650001,-0.136087,0.498070,0.649998,-0.136095,0.498068,0.063885,0.356578,-0.333962,-1.435959,0.117068,1.772989,0.511317,0.035000,0.035000,0.00000897
161,5.366667,0.652973,-0.129937,0.499824,0.652969,-0.129945,0.499822,0.069355,0.362745,-0.330591,-1.422193,0.117673,1.765531,0.521404,0.035000,0.035000,0.00000937
162,5.400000,0.655805,-0.123626,0.501579,0.655802,-0.123635,0.501577,0.075042,0.368624,-0.327212,-1.408799,0.118150,1.758183,0.531703,0.035000,0.035000,0.00000930
163,5.433333,0.658495,-0.117164,0.503332,0.658491,-0.117172,0.503330,0.080941,0.374216,-0.323827,-1.395789,0.118505,1.750954,0.542201,0.035000,0.035000,0.00000941
164,5.466667,0.661038,-0.110557,0.505081,0.661035,-0.110566,0.505079,0.087047,0.379520,-0.320439,-1.383174,0.118742,1.743854,0.552886,0.035000,0.035000,0.00000949
165,5.500000,0.663433,-0.103814,0.506823,0.663430,-0.103822,0.506821,0.093355,0.384535,-0.317050,-1.370966,0.118863,1.736890,0.563744,0.035000,0.035000,0.00000945
166,5.533333,0.665675,-0.096943,0.508558,0.665672,-0.096952,0.508555,0.099860,0.389261,-0.313661,-1.359175,0.118874,1.730073,0.574766,0.035000,0.035000,0.00000965
167,5.566667,0.667763,-0.089952,0.510281,0.667760,-0.089961,0.510279,0.106556,0.393695,-0.310275,-1.347816,0.118778,1.723411,0.585937,0.035000,0.035000,0.00000985
168,5.600000,0.669693,-0.082851,0.511992,0.669691,-0.082860,0.511990,0.113437,0.397836,-0.306892,-1.336901,0.118578,1.716914,0.597247,0.035000,0.035000,0.00000977
169,5.633333,0.671463,-0.075647,0.513688,0.671461,-0.075657,0.513686,0.120499,0.401680,-0.303516,-1.326443,0.118277,1.710590,0.608685,0.035000,0.035000,0.00001006
170,5.666667,0.673072,-0.068351,0.515367,0.673070,-0.068360,0.515366,0.127734,0.405226,-0.300145,-1.316455,0.117878,1.704449,0.620240,0.035000,0.035000,0.00000902
171,5.700000,0.674516,-0.060970,0.517028,0.674515,-0.060979,0.517026,0.135136,0.408468,-0.296784,-1.306954,0.117384,1.698501,0.631899,0.035000,0.035000,0.00000908
172,5.733333,0.675795,-0.053514,0.518667,0.675794,-0.053523,0.518665,0.142698,0.411402,-0.293432,-1.297954,0.116796,1.692755,0.643652,0.035000,0.035000,0.00000910
173,5.766667,0.676907,-0.045992,0.520283,0.676905,-0.046001,0.520282,0.150414,0.414025,-0.290091,-1.289471,0.116118,1.687221,0.655488,0.035000,0.035000,0.00000907
174,5.800000,0.677849,-0.038414,0.521875,0.677848,-0.038423,0.521873,0.158278,0.416330,-0.286761,-1.281519,0.115351,1.681909,0.667397,0.035000,0.035000,0.00000920
175,5.833333,0.678622,-0.030788,0.523439,0.678622,-0.030797,0.523437,0.166281,0.418313,-0.283444,-1.274116,0.114497,1.676827,0.679369,0.035000,0.035000,0.00000915
176,5.866667,0.679224,-0.023124,0.524975,0.679224,-0.023133,0.524973,0.174417,0.419967,-0.280141,-1.267278,0.113557,1.671986,0.691394,0.035000,0.035000,0.00000926
177,5.900000,0.679655,-0.015432,0.526479,0.679655,-0.015441,0.526478,0.182678,0.421285,-0.276851,-1.261021,0.112534,1.667395,0.703462,0.035000,0.035000,0.00000922
178,5.933333,0.679914,-0.007721,0.527952,0.679914,-0.007730,0.527950,0.191057,0.422262,-0.273576,-1.255363,0.111428,1.663064,0.715562,0.035000,0.035000,0.00000929
179,5.966667,0.680000,-0.000000,0.529389,0.680000,-0.000009,0.529388,0.199545,0.422891,-0.270315,-1.250319,0.110242,1.659001,0.727687,0.035000,0.035000,0.00000926
