task,epoch,mean_train_loss,val_loss,last_global_step
place_burger_fries,171,0.01118896,0.01040983,17370
place_burger_fries,172,0.01250189,0.01088732,17471
place_burger_fries,173,0.01388075,0.00995437,17572
place_burger_fries,174,0.01369059,0.01158804,17673
place_burger_fries,175,0.01122896,0.00893347,17774
place_burger_fries,176,0.01159540,0.01416507,17875
place_burger_fries,177,0.01129216,0.00936281,17976
place_burger_fries,178,0.01200648,0.01215654,18077
place_burger_fries,179,0.01152480,0.01122884,18178
place_burger_fries,180,0.01440143,0.01244524,18279
place_burger_fries,181,0.01294810,0.01241461,18380
place_burger_fries,182,0.01146309,0.01400526,18481
place_burger_fries,183,0.01035405,0.01494745,18582
place_burger_fries,184,0.01135521,0.00939784,18683
place_burger_fries,185,0.01270560,0.01273980,18784
place_burger_fries,186,0.01167330,0.01264716,18885
place_burger_fries,187,0.01175353,0.01277111,18986
place_burger_fries,188,0.01161629,0.01538193,19087
place_burger_fries,189,0.01072810,0.01229417,19188
place_burger_fries,190,0.01244014,0.01006736,19289
place_burger_fries,191,0.01031667,0.01159405,19390
place_burger_fries,192,0.01244567,0.01263823,19491
place_burger_fries,193,0.01105742,0.01076149,19592
place_burger_fries,194,0.01330397,0.01471786,19693
place_burger_fries,195,0.01284087,0.01308812,19794
place_burger_fries,196,0.01102379,0.01212597,19895
place_burger_fries,197,0.01120251,0.00842944,19996
place_burger_fries,198,0.01223137,0.00954538,20097
place_burger_fries,199,0.01116130,0.00975617,20198
